transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost
14455,15,3213,1/5/2017,True,Approved,Norco Bicycles,Standard,low,medium,958.74,748.90
14576,15,2848,6/29/2017,False,Approved,Norco Bicycles,Standard,low,medium,958.74,748.90
14594,15,1836,7/11/2017,False,Approved,Norco Bicycles,Standard,low,medium,958.74,748.90
14660,15,2626,9/18/2017,True,Approved,Norco Bicycles,Standard,low,medium,958.74,748.90
14702,15,3387,4/11/2017,False,Approved,Norco Bicycles,Standard,low,medium,958.74,748.90
14831,15,2618,3/31/2017,False,Approved,Norco Bicycles,Standard,low,medium,958.74,748.90
14947,15,423,1/25/2017,True,Approved,Norco Bicycles,Standard,low,medium,958.74,748.90
15152,15,2602,8/6/2017,True,Approved,Norco Bicycles,Standard,low,medium,958.74,748.90
15252,15,1102,1/7/2017,False,Approved,Norco Bicycles,Standard,low,medium,958.74,748.90
15271,15,261,1/2/2017,False,Approved,Norco Bicycles,Standard,low,medium,958.74,748.90
15342,15,890,4/19/2017,True,Approved,Norco Bicycles,Standard,low,medium,958.74,748.90
15448,15,2635,3/21/2017,False,Approved,Norco Bicycles,Standard,low,medium,958.74,748.90
15719,15,3317,3/21/2017,True,Approved,Norco Bicycles,Standard,low,medium,958.74,748.90
15745,15,189,5/30/2017,False,Approved,Norco Bicycles,Standard,low,medium,958.74,748.90
15789,15,1878,8/11/2017,True,Approved,Norco Bicycles,Standard,low,medium,958.74,748.90
15793,15,1677,2/24/2017,False,Approved,Norco Bicycles,Standard,low,medium,958.74,748.90
15960,15,1576,11/23/2017,True,Approved,Norco Bicycles,Standard,low,medium,958.74,748.90
16721,15,1104,4/23/2017,False,Approved,Norco Bicycles,Standard,low,medium,958.74,748.90
16731,15,3376,8/3/2017,False,Approved,Norco Bicycles,Standard,low,medium,958.74,748.90
16784,15,1483,4/23/2017,False,Approved,Norco Bicycles,Standard,low,medium,958.74,748.90
16795,15,2447,5/20/2017,False,Approved,Norco Bicycles,Standard,low,medium,958.74,748.90
17266,15,3333,4/6/2017,True,Approved,Norco Bicycles,Standard,low,medium,958.74,748.90
17289,15,1888,10/4/2017,False,Approved,Norco Bicycles,Standard,low,medium,958.74,748.90
17299,15,83,5/6/2017,True,Approved,Norco Bicycles,Standard,low,medium,958.74,748.90
17481,15,2737,4/23/2017,True,Approved,Norco Bicycles,Standard,low,medium,958.74,748.90
17909,15,2464,2/23/2017,True,Approved,Norco Bicycles,Standard,low,medium,958.74,748.90
18014,15,3480,9/8/2017,False,Approved,Norco Bicycles,Standard,low,medium,958.74,748.90
18148,15,145,12/2/2017,False,Approved,Norco Bicycles,Standard,low,medium,958.74,748.90
18156,15,1949,4/23/2017,True,Approved,Norco Bicycles,Standard,low,medium,958.74,748.90
18239,15,2528,2/5/2017,False,Approved,Norco Bicycles,Standard,low,medium,958.74,748.90
18860,15,2104,1/11/2017,False,Approved,Norco Bicycles,Standard,low,medium,958.74,748.90
19019,15,500,10/16/2017,True,Approved,Norco Bicycles,Standard,low,medium,958.74,748.90
19039,15,1134,11/27/2017,False,Approved,Norco Bicycles,Standard,low,medium,958.74,748.90
19264,15,738,1/24/2017,True,Approved,Norco Bicycles,Standard,low,medium,958.74,748.90
19469,15,845,8/4/2017,False,Approved,Norco Bicycles,Standard,low,medium,958.74,748.90
19590,15,1037,10/18/2017,True,Approved,Norco Bicycles,Standard,low,medium,958.74,748.90
19757,15,924,1/4/2017,True,Approved,Norco Bicycles,Standard,low,medium,958.74,748.90
19784,15,737,11/6/2017,True,Approved,Norco Bicycles,Standard,low,medium,958.74,748.90
14,16,2717,9/10/2017,False,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
182,16,2282,2/18/2017,False,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
283,16,302,3/29/2017,False,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
347,16,1777,4/12/2017,True,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
475,16,2724,8/10/2017,False,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
481,16,361,3/15/2017,True,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
832,16,98,7/30/2017,False,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
861,16,2628,7/10/2017,True,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
1034,16,470,3/17/2017,False,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
1155,16,127,1/3/2017,True,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
1169,16,1446,2/22/2017,False,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
1217,16,1234,7/29/2017,True,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
1259,16,386,7/18/2017,True,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
1317,16,2142,1/9/2017,True,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
1646,16,523,4/16/2017,True,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
2127,16,132,2/10/2017,True,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
2188,16,2756,2/8/2017,True,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
2306,16,1191,6/7/2017,True,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
2385,16,3421,5/8/2017,True,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
2711,16,1574,6/15/2017,False,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
2723,16,2304,9/7/2017,True,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
2867,16,1554,8/18/2017,False,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
3001,16,683,3/19/2017,True,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
3026,16,2574,1/15/2017,,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
3070,16,417,7/8/2017,True,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
3206,16,1779,5/7/2017,False,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
3376,16,1809,7/23/2017,True,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
3542,16,514,8/29/2017,True,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
3663,16,2142,2/26/2017,True,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
3728,16,223,3/7/2017,False,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
3772,16,2756,10/7/2017,True,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
3923,16,2837,11/19/2017,True,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
3962,16,2917,4/13/2017,False,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
4799,16,2410,7/7/2017,True,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
4804,16,2041,10/11/2017,False,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
4818,16,2156,5/27/2017,True,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
4834,16,3280,7/17/2017,True,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
5300,16,1077,8/17/2017,False,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
5363,16,1372,6/18/2017,True,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
5366,16,2490,10/7/2017,False,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
5684,16,1534,7/15/2017,False,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
5752,16,1540,6/2/2017,True,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
5777,16,1121,5/18/2017,False,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
5796,16,775,9/7/2017,False,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
5832,16,1302,6/16/2017,False,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
6228,16,1278,3/16/2017,False,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
6245,16,2946,5/14/2017,True,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
6263,16,685,7/13/2017,True,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
6428,16,210,6/28/2017,True,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
6472,16,2309,6/12/2017,False,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
6587,16,2009,8/11/2017,False,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
6830,16,3427,9/26/2017,False,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
6868,16,1490,10/23/2017,False,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
6881,16,2765,2/2/2017,False,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
7007,16,3102,5/21/2017,True,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
7022,16,313,8/1/2017,True,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
7228,16,1745,1/18/2017,False,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
7385,16,799,3/24/2017,True,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
7460,16,1234,2/12/2017,,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
7683,16,2702,4/27/2017,False,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
8370,16,1450,5/8/2017,True,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
8426,16,250,1/31/2017,True,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
8497,16,1226,12/6/2017,True,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
8680,16,1496,3/16/2017,False,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
8831,16,2339,11/5/2017,True,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
9268,16,2064,5/6/2017,True,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
9569,16,2161,6/26/2017,True,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
9611,16,574,3/28/2017,False,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
9758,16,701,4/2/2017,False,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
10461,16,2962,9/7/2017,True,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
10719,16,3157,7/20/2017,False,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
10723,16,3440,3/20/2017,False,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
11370,16,3304,8/2/2017,False,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
11551,16,2980,12/15/2017,True,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
11576,16,3072,10/24/2017,False,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
11776,16,961,2/4/2017,True,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
11850,16,3036,5/18/2017,True,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
12068,16,2569,10/16/2017,True,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
12106,16,3263,2/14/2017,False,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
12145,16,2655,7/26/2017,False,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
12574,16,1811,5/21/2017,False,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
12638,16,675,9/22/2017,False,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
12744,16,3319,5/7/2017,True,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
12756,16,512,1/26/2017,True,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
12919,16,3466,10/23/2017,False,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
13013,16,2001,5/11/2017,True,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
13211,16,2716,1/17/2017,False,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
13247,16,1542,2/15/2017,True,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
13405,16,2292,7/4/2017,True,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
13488,16,3191,11/24/2017,False,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
13501,16,775,10/23/2017,True,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
13527,16,3264,9/6/2017,True,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
13566,16,3369,8/18/2017,False,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
13663,16,2570,8/29/2017,False,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
13740,16,1891,8/17/2017,False,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
14164,16,663,9/23/2017,True,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
14242,16,1732,5/28/2017,False,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
14449,16,990,8/21/2017,True,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
14471,16,193,9/22/2017,True,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
14737,16,317,6/3/2017,False,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
14808,16,3249,2/22/2017,True,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
14841,16,1243,6/14/2017,False,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
14864,16,2312,8/13/2017,True,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
15391,16,472,1/18/2017,True,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
15462,16,1248,10/24/2017,False,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
15678,16,1782,2/23/2017,False,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
15746,16,2672,8/31/2017,True,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
16017,16,2293,6/4/2017,False,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
16190,16,2781,2/18/2017,False,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
16416,16,1557,4/30/2017,False,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
16465,16,926,8/8/2017,True,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
16598,16,713,2/23/2017,False,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
16655,16,3041,7/17/2017,True,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
16883,16,2508,4/21/2017,True,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
16912,16,3060,1/5/2017,False,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
17025,16,318,12/21/2017,False,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
17027,16,2226,1/22/2017,False,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
17096,16,579,6/28/2017,True,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
17282,16,18,8/18/2017,False,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
17524,16,2515,11/9/2017,False,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
18104,16,826,10/14/2017,True,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
18217,16,2184,9/28/2017,False,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
18335,16,134,2/7/2017,True,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
18501,16,2816,12/1/2017,False,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
18664,16,1288,12/8/2017,False,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
18797,16,3496,4/2/2017,True,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
18816,16,2227,8/27/2017,False,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
18827,16,1450,6/5/2017,True,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
19301,16,1515,7/22/2017,True,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
19329,16,518,4/13/2017,True,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
19616,16,21,11/17/2017,False,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
19622,16,650,7/1/2017,True,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
19755,16,1467,6/10/2017,False,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
19782,16,1473,5/8/2017,True,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
19829,16,1134,12/17/2017,False,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
19949,16,981,11/26/2017,False,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
375,17,3276,7/5/2017,True,Approved,WeareA2B,Touring,medium,large,1362.99,57.74
1101,17,1382,5/1/2017,False,Approved,WeareA2B,Touring,medium,large,1362.99,57.74
1649,17,1756,8/25/2017,True,Approved,WeareA2B,Touring,medium,large,1362.99,57.74
2421,17,661,9/4/2017,False,Approved,WeareA2B,Touring,medium,large,1362.99,57.74
2581,17,1290,5/9/2017,False,Approved,WeareA2B,Touring,medium,large,1362.99,57.74
3052,17,59,4/10/2017,True,Approved,WeareA2B,Touring,medium,large,1362.99,57.74
3392,17,710,1/28/2017,False,Approved,WeareA2B,Touring,medium,large,1362.99,57.74
3526,17,2859,6/22/2017,True,Approved,WeareA2B,Touring,medium,large,1362.99,57.74
3716,17,477,4/9/2017,True,Approved,WeareA2B,Touring,medium,large,1362.99,57.74
3741,17,3018,11/24/2017,False,Approved,WeareA2B,Touring,medium,large,1362.99,57.74
3996,17,1622,10/13/2017,True,Approved,WeareA2B,Touring,medium,large,1362.99,57.74
4121,17,2098,12/22/2017,True,Approved,WeareA2B,Touring,medium,large,1362.99,57.74
4187,17,2045,8/6/2017,False,Approved,WeareA2B,Touring,medium,large,1362.99,57.74
4198,17,2068,7/14/2017,True,Approved,WeareA2B,Touring,medium,large,1362.99,57.74
4245,17,2904,9/20/2017,False,Approved,WeareA2B,Touring,medium,large,1362.99,57.74
4308,17,1719,12/11/2017,False,Approved,WeareA2B,Touring,medium,large,1362.99,57.74
4978,17,686,1/23/2017,False,Approved,WeareA2B,Touring,medium,large,1362.99,57.74
4979,17,413,3/26/2017,False,Approved,WeareA2B,Touring,medium,large,1362.99,57.74
6073,17,1650,12/20/2017,True,Approved,WeareA2B,Touring,medium,large,1362.99,57.74
6488,17,2433,12/4/2017,False,Approved,WeareA2B,Touring,medium,large,1362.99,57.74
6585,17,1351,2/28/2017,True,Approved,WeareA2B,Touring,medium,large,1362.99,57.74
7689,17,971,5/17/2017,True,Approved,WeareA2B,Touring,medium,large,1362.99,57.74
8194,17,2955,8/4/2017,False,Approved,WeareA2B,Touring,medium,large,1362.99,57.74
8377,17,1725,4/1/2017,True,Approved,WeareA2B,Touring,medium,large,1362.99,57.74
8865,17,1821,11/14/2017,True,Approved,WeareA2B,Touring,medium,large,1362.99,57.74
9047,17,2951,3/21/2017,False,Approved,WeareA2B,Touring,medium,large,1362.99,57.74
9524,17,2812,8/29/2017,True,Approved,WeareA2B,Touring,medium,large,1362.99,57.74
9840,17,1850,5/17/2017,True,Approved,WeareA2B,Touring,medium,large,1362.99,57.74
10651,17,2629,2/17/2017,False,Approved,WeareA2B,Touring,medium,large,1362.99,57.74
11267,17,3014,6/7/2017,False,Approved,WeareA2B,Touring,medium,large,1362.99,57.74
11318,17,2712,10/16/2017,True,Approved,WeareA2B,Touring,medium,large,1362.99,57.74
11523,17,385,5/9/2017,False,Approved,WeareA2B,Touring,medium,large,1362.99,57.74
12094,17,2283,10/13/2017,False,Approved,WeareA2B,Touring,medium,large,1362.99,57.74
12328,17,414,6/23/2017,False,Approved,WeareA2B,Touring,medium,large,1362.99,57.74
12498,17,3267,10/3/2017,True,Approved,WeareA2B,Touring,medium,large,1362.99,57.74
13486,17,13,11/17/2017,False,Approved,WeareA2B,Touring,medium,large,1362.99,57.74
13517,17,1110,7/22/2017,True,Approved,WeareA2B,Touring,medium,large,1362.99,57.74
13526,17,1440,1/13/2017,True,Approved,WeareA2B,Touring,medium,large,1362.99,57.74
14695,17,505,4/17/2017,False,Approved,WeareA2B,Touring,medium,large,1362.99,57.74
14711,17,2965,8/24/2017,False,Approved,WeareA2B,Touring,medium,large,1362.99,57.74
14855,17,3126,11/20/2017,True,Approved,WeareA2B,Touring,medium,large,1362.99,57.74
15150,17,1741,10/27/2017,True,Approved,WeareA2B,Touring,medium,large,1362.99,57.74
15650,17,1678,8/18/2017,True,Approved,WeareA2B,Touring,medium,large,1362.99,57.74
15900,17,3255,11/11/2017,False,Approved,WeareA2B,Touring,medium,large,1362.99,57.74
15935,17,3128,9/1/2017,False,Approved,WeareA2B,Touring,medium,large,1362.99,57.74
16029,17,725,10/21/2017,True,Approved,WeareA2B,Touring,medium,large,1362.99,57.74
16061,17,2453,6/1/2017,False,Approved,WeareA2B,Touring,medium,large,1362.99,57.74
16830,17,2422,9/1/2017,True,Approved,WeareA2B,Touring,medium,large,1362.99,57.74
16916,17,2679,6/7/2017,False,Approved,WeareA2B,Touring,medium,large,1362.99,57.74
17695,17,59,12/8/2017,False,Approved,WeareA2B,Touring,medium,large,1362.99,57.74
18929,17,2284,11/14/2017,True,Approved,WeareA2B,Touring,medium,large,1362.99,57.74
18931,17,625,7/20/2017,True,Approved,WeareA2B,Touring,medium,large,1362.99,57.74
91,17,1579,4/15/2017,True,Approved,Solex,Standard,high,medium,1024.66,614.80
164,17,2264,7/30/2017,False,Approved,Solex,Standard,high,medium,1024.66,614.80
181,17,1002,2/24/2017,False,Approved,Solex,Standard,high,medium,1024.66,614.80
186,17,2582,11/8/2017,True,Approved,Solex,Standard,high,medium,1024.66,614.80
261,17,599,5/9/2017,False,Approved,Solex,Standard,high,medium,1024.66,614.80
298,17,2860,11/20/2017,True,Approved,Solex,Standard,high,medium,1024.66,614.80
389,17,2834,2/15/2017,True,Approved,Solex,Standard,high,medium,1024.66,614.80
416,17,1035,11/3/2017,True,Approved,Solex,Standard,high,medium,1024.66,614.80
482,17,1135,4/22/2017,False,Approved,Solex,Standard,high,medium,1024.66,614.80
509,17,3015,7/28/2017,False,Approved,Solex,Standard,high,medium,1024.66,614.80
970,17,815,7/11/2017,False,Approved,Solex,Standard,high,medium,1024.66,614.80
1017,17,320,2/16/2017,True,Approved,Solex,Standard,high,medium,1024.66,614.80
1029,17,135,1/9/2017,False,Approved,Solex,Standard,high,medium,1024.66,614.80
1042,17,2813,6/9/2017,False,Approved,Solex,Standard,high,medium,1024.66,614.80
1261,17,210,6/10/2017,False,Approved,Solex,Standard,high,medium,1024.66,614.80
1372,17,3254,4/19/2017,,Approved,Solex,Standard,high,medium,1024.66,614.80
1619,17,2024,4/18/2017,False,Approved,Solex,Standard,high,medium,1024.66,614.80
1687,17,165,10/19/2017,False,Approved,Solex,Standard,high,medium,1024.66,614.80
1824,17,1388,5/8/2017,False,Approved,Solex,Standard,high,medium,1024.66,614.80
2105,17,2304,8/9/2017,True,Approved,Solex,Standard,high,medium,1024.66,614.80
2292,17,1861,12/1/2017,True,Approved,Solex,Standard,high,medium,1024.66,614.80
2674,17,888,2/2/2017,True,Approved,Solex,Standard,high,medium,1024.66,614.80
2695,17,2648,9/18/2017,False,Approved,Solex,Standard,high,medium,1024.66,614.80
2764,17,2428,7/21/2017,True,Approved,Solex,Standard,high,medium,1024.66,614.80
2931,17,1905,12/20/2017,False,Approved,Solex,Standard,high,medium,1024.66,614.80
2965,17,2311,10/25/2017,True,Approved,Solex,Standard,high,medium,1024.66,614.80
2986,17,2144,10/24/2017,True,Approved,Solex,Standard,high,medium,1024.66,614.80
3027,17,202,11/28/2017,False,Approved,Solex,Standard,high,medium,1024.66,614.80
3120,17,528,4/12/2017,True,Approved,Solex,Standard,high,medium,1024.66,614.80
3248,17,3146,6/22/2017,False,Approved,Solex,Standard,high,medium,1024.66,614.80
3459,17,1085,4/9/2017,False,Approved,Solex,Standard,high,medium,1024.66,614.80
3587,17,2821,4/13/2017,True,Approved,Solex,Standard,high,medium,1024.66,614.80
3606,17,3334,9/14/2017,True,Approved,Solex,Standard,high,medium,1024.66,614.80
3611,17,1438,4/8/2017,True,Approved,Solex,Standard,high,medium,1024.66,614.80
3641,17,2184,6/7/2017,True,Approved,Solex,Standard,high,medium,1024.66,614.80
3657,17,2771,5/18/2017,True,Approved,Solex,Standard,high,medium,1024.66,614.80
3742,17,2378,3/12/2017,True,Approved,Solex,Standard,high,medium,1024.66,614.80
3784,17,3200,4/18/2017,True,Approved,Solex,Standard,high,medium,1024.66,614.80
3943,17,3273,7/21/2017,False,Approved,Solex,Standard,high,medium,1024.66,614.80
3944,17,508,4/17/2017,True,Approved,Solex,Standard,high,medium,1024.66,614.80
3965,17,103,8/17/2017,True,Approved,Solex,Standard,high,medium,1024.66,614.80
4203,17,133,12/4/2017,True,Approved,Solex,Standard,high,medium,1024.66,614.80
4286,17,2579,11/11/2017,True,Approved,Solex,Standard,high,medium,1024.66,614.80
4668,17,318,3/27/2017,False,Approved,Solex,Standard,high,medium,1024.66,614.80
5073,17,2880,12/12/2017,True,Approved,Solex,Standard,high,medium,1024.66,614.80
5568,17,951,2/18/2017,True,Approved,Solex,Standard,high,medium,1024.66,614.80
5642,17,399,11/11/2017,True,Cancelled,Solex,Standard,high,medium,1024.66,614.80
6026,17,1641,1/19/2017,True,Approved,Solex,Standard,high,medium,1024.66,614.80
6305,17,2885,7/12/2017,True,Approved,Solex,Standard,high,medium,1024.66,614.80
6318,17,938,9/13/2017,False,Approved,Solex,Standard,high,medium,1024.66,614.80
6361,17,3114,8/12/2017,False,Approved,Solex,Standard,high,medium,1024.66,614.80
6417,17,1090,9/2/2017,True,Approved,Solex,Standard,high,medium,1024.66,614.80
6440,17,1582,6/30/2017,False,Approved,Solex,Standard,high,medium,1024.66,614.80
6708,17,2527,9/12/2017,False,Approved,Solex,Standard,high,medium,1024.66,614.80
6851,17,104,2/27/2017,True,Approved,Solex,Standard,high,medium,1024.66,614.80
6987,17,593,12/29/2017,True,Approved,Solex,Standard,high,medium,1024.66,614.80
7131,17,2257,7/23/2017,True,Approved,Solex,Standard,high,medium,1024.66,614.80
7148,17,2455,3/11/2017,True,Approved,Solex,Standard,high,medium,1024.66,614.80
7214,17,692,6/9/2017,False,Approved,Solex,Standard,high,medium,1024.66,614.80
7273,17,1675,3/11/2017,True,Approved,Solex,Standard,high,medium,1024.66,614.80
7410,17,1567,10/13/2017,True,Approved,Solex,Standard,high,medium,1024.66,614.80
7417,17,91,4/23/2017,True,Approved,Solex,Standard,high,medium,1024.66,614.80
7549,17,2806,1/10/2017,False,Approved,Solex,Standard,high,medium,1024.66,614.80
7653,17,2938,6/29/2017,True,Approved,Solex,Standard,high,medium,1024.66,614.80
7831,17,442,12/17/2017,False,Approved,Solex,Standard,high,medium,1024.66,614.80
7871,17,2112,9/22/2017,False,Approved,Solex,Standard,high,medium,1024.66,614.80
7954,17,3048,5/2/2017,False,Approved,Solex,Standard,high,medium,1024.66,614.80
7961,17,1087,9/1/2017,False,Approved,Solex,Standard,high,medium,1024.66,614.80
8172,17,1806,11/23/2017,True,Approved,Solex,Standard,high,medium,1024.66,614.80
8543,17,1935,1/1/2017,True,Approved,Solex,Standard,high,medium,1024.66,614.80
8942,17,3177,2/5/2017,True,Approved,Solex,Standard,high,medium,1024.66,614.80
8982,17,353,3/28/2017,True,Approved,Solex,Standard,high,medium,1024.66,614.80
9032,17,2333,5/8/2017,True,Approved,Solex,Standard,high,medium,1024.66,614.80
9097,17,2172,2/8/2017,True,Approved,Solex,Standard,high,medium,1024.66,614.80
9208,17,3060,3/12/2017,True,Approved,Solex,Standard,high,medium,1024.66,614.80
9381,17,1472,2/14/2017,True,Approved,Solex,Standard,high,medium,1024.66,614.80
9690,17,1631,8/8/2017,,Approved,Solex,Standard,high,medium,1024.66,614.80
